NatEmis|GIS_Longitude|GIS_Latitude
200300644|28.01009|-32.41772
200300645|28.05682|-32.21031
200300646|28.2086|-32.31054
200300647|28.17364|-32.32058
200300650|28.04204|-32.42574
200300651|28.44771|-32.43079
200300786|28.34977|-32.54099
200300725|28.37908|-32.52784
200300654|28.48362|-32.51528
200300658|28.26835|-32.40138
200300660|28.08366|-32.50235
200300661|28.24676|-32.12642
200300662|27.90071|-32.12994
200300663|28.0122|-32.08897
200300664|28.15342|-32.44127
200300671|27.73849|-32.36171
200300672|28.52942|-32.48811
200300676|28.51825|-32.37923
200300677|28.5395|-32.44286
200300680|28.17589|-32.30925
200300682|28.05759|-32.33738
200300683|28.15565|-32.29594
200300685|27.7734|-32.40369
200300686|27.89769|-32.44712
200300687|27.92518|-32.07472
200300690|28.19093|-32.21185
200300692|27.89913|-32.09845
200300693|27.77104|-32.33962
200300695|28.19554|-32.33058
200300697|28.43377|-32.33584
200300701|28.34674|-32.31028
200300702|28.10302|-32.2872
200300707|28.47491|-32.33045
200300709|28.25049|-32.08258
200600003|27.55768|-31.62488
200601046|27.38828|-32.02305
200600022|27.46008|-31.62632
200600028|27.48496|-32.13682
200600035|27.49117|-31.88118
200600047|27.36671|-31.94537
200300026|27.62171|-31.90974
200600053|27.18434|-31.98999
200300034|27.66657|-31.998
200300035|27.82742|-31.96311
200601077|27.18213|-31.98695
200400080|28.0133|-31.95999
200600109|27.58192|-31.99111
200600110|27.58234|-31.99882
200600120|27.49446|-31.98953
200400093|28.04857|-31.93585
200400094|28.05584|-31.93565
200600124|27.75274|-31.81249
200601048|27.88336|-31.9174
200601092|27.55049|-31.96578
200600127|27.52504|-31.91716
200601141|27.7072|-31.78875
200300014|27.82883|-32.0603
200600137|27.24594|-31.97437
200300072|28.07177|-32.02887
200600145|27.35417|-31.90022
200600146|27.55236|-32.03201
200601140|27.66783|-31.72901
200601080|27.56654|-31.72957
200300077|27.85689|-32.04704
200300078|27.67939|-31.97088
200300080|27.7045|-31.9614
200300087|27.71688|-32.0974
200300088|27.7752|-32.1625
200300094|27.86459|-32.09603
200600195|27.84375|-31.8056
200300079|27.78209|-31.73282
200600199|27.19586|-31.86111
200601051|27.39602|-31.98953
200400195|27.76682|-31.8611
200300106|27.97353|-32.02832
200300771|27.77427|-32.18717
200600210|27.44885|-31.87147
200300108|27.80547|-31.99283
200400201|28.06885|-31.994433
200600213|27.54116|-32.02904
200600221|27.90241|-32.05819
200300111|27.90233|-32.05827
200300878|27.5778|-32.01888
200600225|27.42376|-31.98264
200300116|27.88759|-31.98391
200601091|27.49338|-32.06521
200300121|27.81994|-31.94494
200600233|27.86237|-31.8539
200600234|27.92107|-31.88734
200600235|27.46964|-31.82565
200300127|27.7473|-32.01756
200601112|27.27031|-31.97048
200300130|27.43114|-31.6829
200600250|27.59521|-31.72597
200600262|27.22367|-31.81635
200600263|27.95874|-31.92037
200600272|27.31015|-31.9166
200601085|27.56766|-31.87251
200300143|27.72841|-31.94227
200600295|27.49929|-31.60792
200600298|27.51231|-32.19723
200600990|27.6113|-31.9827
200601031|27.61191|-31.98466
200600301|27.22713|-31.9154
200300170|27.7739|-32.007
200600309|27.95934|-31.94839
200300770|27.76102|-32.19891
200300804|27.68938|-32.10658
200600310|27.51195|-31.95881
200600315|27.7781|-31.82097
200601102|27.62858|-32.06489
200600323|27.86979|-31.83844
200601116|27.5272|-32.20876
200300180|28.11577|-32.04191
200600335|27.43595|-32.0581
200601002|27.22867|-31.8322
200601034|27.81473|-31.77331
200300195|27.70258|-32.04157
200600354|27.86511|-31.8978
200300200|27.69471|-32.00697
200601079|27.58244|-31.76678
200300204|27.81353|-32.15471
200300207|27.88616|-31.999047
200300223|27.86279|-31.98305
200600386|27.74705|-31.75762
200601148|27.6135|-31.87694
200300234|27.65317|-32.03586
200600387|27.44292|-31.71251
200601032|27.44226|-31.71128
200300235|27.78402|-31.94394
200300800|27.94633|-32.04354
200400405|28.02447|-32.03732
200600395|27.57239|-31.95641
200600396|27.419383|-31.841283
200300247|27.68106|-31.92476
200600405|27.47283|-31.70579
200300255|27.90339|-32.02406
200300261|27.86924|-32.06378
200300267|27.64184|-31.9939
200600418|27.54032|-31.79737
200600419|27.61042|-32.02247
200600420|27.95857|-31.87576
200300849|27.84202|-31.97036
200300279|27.8403|-31.97105
200600437|27.8302|-31.81515
200300288|27.79825|-31.9267
200600445|27.41566|-31.81101
200601093|27.46162|-31.76595
200601033|27.79395|-31.82984
200600236|27.32205|-31.99218
200601090|27.82848|-31.84047
200300299|27.66751|-31.93103
200300301|27.74294|-32.1433
200600456|27.43586|-31.62936
200600457|27.70341|-31.79072
200600462|27.358817|-31.91845
200600467|27.43967|-32.01064
200300794|27.73104|-32.20825
200300312|27.74492|-32.22705
200600472|27.53588|-32.00375
200300314|28.06772|-32.03782
200600474|27.92945|-31.9188
200601094|27.5317|-31.86477
200300323|28.18563|-32.00214
200600479|27.56756|-32.05318
200300331|27.75271|-32.11872
200300333|27.73278|-31.97224
200300335|28.16574|-32.0066
200601052|27.44135|-31.95652
200300340|27.92237|-31.99916
200300341|27.67517|-32.04717
200300343|27.88406|-32.1088
200601107|27.27253|-31.97224
200600492|27.50892|-31.85753
200300347|27.78108|-31.97118
200300348|27.63667|-32.08331
200300349|27.85048|-31.98959
200600499|27.56319|-31.79106
200600514|27.40694|-32.0559
200601109|27.14984|-31.91732
200300756|27.70945|-32.06787
200600993|27.62322|-31.77423
200400660|28.13789|-31.94412
200601096|27.51746|-31.89421
200300134|27.59521|-31.72597
200600525|27.52296|-32.60181
200600526|27.61997|-31.74666
200300390|27.784955|-31.881876
200300391|27.71653|-32.66991
200601007|27.15532|-31.95025
200300394|27.66365|-31.8963
200600531|27.39767|-31.99742
200300396|27.82124|-31.92703
200601003|27.56779|-31.64189
200600535|27.50909|-31.97456
200601139|27.61928|-31.81674
200400702|28.11626|-31.98481
200600551|27.75307|-31.82734
200404034|.|.
200600552|27.60371|-31.89836
200300417|27.79502|-31.88245
200600555|27.56297|-32.08833
200601084|27.945159|-31.96118
200300845|27.94913|-32.02576
200400732|28.02806|-31.91669
200600569|27.7128|-31.83423
200400738|28.05821|-31.98082
200300432|27.74451|-31.95295
200600572|27.93305|-31.88341
200300436|27.69455|-31.87362
200400763|28.10067|-31.95788
200601044|27.84068|-31.87085
200600575|27.802833|-31.855567
200300751|27.93972|-31.98166
200300446|27.70934|-31.93208
200400778|28.02706|-31.94665
200600577|27.60904|-31.84761
200600578|27.46805|-31.61171
200601055|27.48137|-31.93331
200600588|27.61584|-31.81822
200600995|27.59891|-31.90207
200600600|27.78209|-31.73282
200300478|27.76682|-31.8611
200300489|27.84219|-32.12189
200600615|27.26965|-31.88027
200600617|27.52778|-31.56461
200300493|28.14052|-32.05901
200601087|27.66541|-31.82674
200600626|27.79445|-31.746
200600634|27.58894|-31.80713
200600636|27.22734|-31.91382
200400851|28.09238|-31.87602
200601056|27.42042|-31.9209
200601054|27.42935|-32.05474
200601019|27.26122|-31.89037
200300519|27.75115|-32.06067
200601095|27.6602|-31.84178
200400885|28.02638|-31.993
200300523|27.9114|-32.02782
200600650|27.33207|-31.93966
200601026|27.47865|-31.91479
200300535|27.64879|-31.97034
200300539|27.90862|-31.97423
200400929|28.05526|-32.03405
200600696|27.84566|-31.80804
200300554|27.72661|-31.88989
200300866|27.82139|-32.04028
200601106|27.2162|-31.92664
200600722|27.27124|-31.88069
200600723|27.35406|-31.65203
200601047|27.95837|-31.87524
200601130|27.51606|-32.17945
200600733|27.45567|-31.65779
200600734|27.41398|-31.94324
200600741|27.488|-32.02778
200600744|27.83329|-31.79209
200600752|27.31215|-31.90203
200600756|27.51654|-32.12945
200600778|27.46223|-31.79917
200600987|27.587367|-32.001417
200600790|27.38568|-32.02368
200600794|27.37355|-31.87824
200601160|27.82086|-32.03541
200401037|28.06438|-31.89658
200600815|27.32438|-31.85454
200601057|27.66988|-31.77842
200600994|27.59962|-31.75206
200600878|27.45848|-32.09641
200600793|27.34122|-31.97355
200300596|28.17779|-31.97848
200300597|27.78183|-31.90275
200401059|27.99957|-31.98762
200300605|27.69092|-32.11387
200600851|27.46702|-31.8491
200600855|27.38284|-31.94971
200300610|27.75298|-31.91945
200300611|27.79061|-32.03271
200300612|27.78936|-32.03321
200300626|27.95331|-32.02375
200600870|27.50927|-31.57474
200600872|27.58858|-31.66762
200600873|27.35868|-31.8669
200300754|27.71119|-32.22654
200600875|27.57325|-31.69874
200600876|27.5482|-31.90264
200300639|27.6758|-32.06635
200300641|27.93453|-32.07157
200300634|27.84753|-32.0914
200404025|27.5165|-32.1294
200600904|27.55456|-31.62622
200300657|27.77718|-32.07243
200600924|27.55114|-31.96375
200401151|28.09058|-31.90719
200300669|27.90106|-32.05969
200300670|27.81809|-32.03808
200600938|27.43435|-31.98967
200600940|27.7095|-31.77948
200600941|27.4466|-32.0518
200600943|27.52709|-32.12104
200601038|27.52895|-32.15533
200600947|27.51744|-31.73751
200600950|27.53055|-31.58659
200300694|28.14573|-32.01769
200300698|27.65825|-32.08991
200601045|27.85527|-31.87378
200600957|27.54837|-32.09111
200600958|27.60467|-32.08469
200600959|27.66787|-31.72362
200600961|27.87473|-31.86811
200300711|27.66941|-31.94057
200401227|28.12954|-31.91846
200600001|25.63261|-32.1806
200600015|26.45946|-32.0405
200600018|26.60427|-31.98512
200600032|25.5052|-32.00902
200600091|25.6419|-32.1758
200600101|26.53019|-31.97607
200600117|25.62102|-32.16371
200600118|25.61701|-32.16095
200601027|25.61868|-32.15652
200600125|26.47942|-32.01649
200600150|25.63658|-32.18609
200600162|25.00602|-31.5196
200600165|25.18509|-32.02634
200600166|25.02736|-31.50471
200600192|25.283173|-32.161988
200600200|25.40701|-31.90938
200600259|26.46618|-32.10303
200600260|26.59089|-31.98141
200600265|25.58662|-32.10494
200600269|25.80265|-31.65623
200600268|25.8095|-31.64787
200600288|26.56417|-32.10744
200600229|26.61139|-31.9862
200600304|25.64104|-32.17939
200600303|25.64062|-32.1845
200600321|25.00492|-31.49153
200600345|26.53026|-31.98649
200600350|25.64274|-32.1887
200600358|26.47824|-32.12533
200600368|26.53245|-31.98845
200600369|25.6793|-31.57604
200600433|26.46265|-32.08307
200601014|26.4674|-32.07198
200601061|26.58209|-31.92955
200600453|25.64077|-32.18652
200600458|26.46223|-32.0791
200600481|25.63611|-32.17481
200600482|25.64651|-32.17734
200600484|25.03058|-31.50406
200600483|25.0026|-31.49174
200600491|26.62983|-31.93219
200600523|26.61545|-31.99416
200600524|26.46263|-32.08121
200600538|25.80794|-31.64041
200600544|26.46655|-32.10566
200600171|.|.
200600584|26.24203|-32.0099
200600592|26.24432|-32.01209
200600619|25.00558|-31.51556
200600620|26.5807|-31.97514
200600645|25.63714|-32.18373
200600646|26.02692|-32.13942
200600969|25.80946|-31.64125
200600669|26.58224|-31.92991
200600672|26.55776|-32.09845
200600052|.|.
200600705|26.24856|-32.01301
200600718|25.1128|-31.48892
200600719|25.1128|-31.48971
200600720|25.54104|-31.98731
200600728|25.46404|-31.23126
200600731|25.49626|-31.45184
200600761|26.4664|-32.04715
200600772|25.6358|-32.1866
200601059|26.46618|-32.10303
200600786|25.00648|-31.51213
200600819|26.25658|-32.01001
200600820|26.26093|-32.01242
200600827|25.59773|-31.6972
200600830|24.65061|-31.63863
200600839|26.6051|-31.97408
200600884|25.03204|-31.50519
200600890|25.30447|-31.7356
200600906|26.02143|-31.83252
200600939|26.48088|-32.0127
200300001|28.34282|-32.11095
200300005|28.41011|-31.97703
200300008|28.6597|-32.25005
200400009|28.9176|-32.0535
200300009|28.38769|-32.14411
200300010|28.29631|-31.94338
200300011|28.39053|-31.94464
200300015|28.72564|-32.33532
200300017|28.35492|-31.85678
200300021|28.65166|-32.18882
200300025|28.59589|-32.33009
200300027|28.29228|-31.91676
200300028|28.40345|-32.11384
200300029|28.57588|-32.31585
200300032|28.52187|-32.27003
200300784|28.35131|-32.10376
200300831|28.28443|-32.14349
200300037|28.70549|-32.16345
200300081|28.69701|-32.30092
200300874|28.29672|-32.10101
200300837|28.41981|-31.94944
200300047|28.57742|-32.24845
200300049|28.56269|-32.01134
200300050|28.33077|-32.05903
200300051|28.33295|-32.05882
200300052|28.46755|-32.12101
200400091|28.90691|-32.18259
200300055|28.47873|-32.01677
200300058|28.71504|-32.14132
200300061|28.37875|-31.98595
200300063|28.3176|-31.88209
200300836|28.38735|-32.16218
200300074|.|.
200300075|28.40333|-32.09263
200300875|28.66714|-32.33199
200300068|28.65835|-32.3331
200400143|28.893|-32.17134
200400146|28.93471|-31.97486
200400149|28.69015|-31.96813
200400151|28.68368|-31.96441
200300086|28.33145|-31.87148
200300089|28.28987|-31.8257
200300090|28.25249|-31.98634
200300091|28.20767|-32.02815
200401413|28.30008|-32.09886
200300734|28.36676|-32.02744
200300095|28.49363|-32.07604
200400180|28.71582|-32.016
200300840|28.270488|-32.125093
200300097|28.56558|-32.09074
200300098|28.5216|-32.15295
200300100|28.52051|-32.15167
200400185|28.8192|-32.05442
200300104|28.44402|-32.21452
200400194|28.8134|-32.10707
200300109|28.47729|-32.04935
200400206|28.93429|-32.19534
200400213|28.82245|-32.16531
200300113|28.66656|-32.43316
200300115|28.51448|-32.28904
200300774|28.6502|-32.15146
200400247|28.89941|-32.12751
200300854|28.41598|-32.28469
200400249|28.8815|-32.09465
200400250|28.98528|-32.03489
200400252|28.67527|-32.03946
200300125|28.2882|-31.9989
200300128|28.60958|-32.41314
200300132|28.40568|-31.89384
200300133|28.70885|-32.33373
200300135|28.73596|-32.16999
200400268|28.9322|-32.13625
200400271|28.88014|-32.18484
200300749|28.22207|-31.95323
200300142|28.40932|-32.04545
200401414|28.29666|-32.10109
200300153|28.30947|-32.09899
200300154|28.27715|-31.85906
200400280|28.73762|-32.03119
200300159|28.6334|-32.20496
200404024|28.49781|-32.26785
200300161|28.24276|-32.03085
200300163|28.24251|-32.03085
200300167|28.62708|-32.31646
200300168|28.29464|-31.99801
200300172|28.48682|-32.26362
200300173|28.45681|-32.14727
200400305|29.02263|-32.05568
200400306|28.79785|-32.06502
200300175|28.64874|-32.38087
200400320|28.67128|-32.02154
200400332|28.85183|-32.09624
200400333|29.00109|-32.04328
200300190|28.45074|-32.19083
200300192|28.42482|-32.21649
200300194|28.66544|-32.28039
200401336|28.94659|-32.02354
200300199|28.31223|-32.02206
200300202|28.61691|-32.12229
200300208|28.5113|-31.99622
200300209|28.49969|-32.13403
200300210|28.34061|-32.145
200300216|28.33252|-32.16769
200300217|28.55384|-32.26024
200300218|28.33866|-31.86758
200400369|28.95554|-32.00704
200300221|28.36693|-32.27913
200300222|28.75846|-32.35167
200300224|28.66925|-32.22034
200300851|28.7161|-32.19455
200300229|28.70503|-32.22456
200300230|28.76556|-32.307
200400394|29.05466|-32.05508
200300236|28.57517|-32.19161
200300237|28.46567|-31.9433
200300243|28.70685|-32.15052
200300852|28.70551|-32.14915
200401327|29.06086|-32.07775
200300248|28.84278|-32.21806
200300850|28.84039|-32.22596
200300250|28.58475|-32.11953
200300252|28.5649|-32.29237
200300260|28.6407|-32.129
200300262|28.69101|-32.19235
200401240|28.91688|-31.99713
200300268|28.56381|-32.07368
200300271|28.5079|-32.1104
200300273|28.57114|-32.34689
200300276|28.28008|-32.16805
200300785|28.81242|-32.25182
200300278|28.50287|-32.23947
200400478|28.68635|-32.0395
200400480|28.87736|-32.15128
200300281|28.59594|-32.08471
200400489|28.89505|-31.95972
200400490|29.02129|-32.0722
200300759|28.68029|-32.15786
200300295|28.5717|-32.36504
200300833|28.34397|-32.13771
200300300|28.26821|-31.97201
200300801|28.27346|-31.95266
200300304|28.27149|-31.93262
200400526|28.25797|-31.81899
200400528|28.62014|-32.43601
200300306|28.37012|-31.98035
200300307|28.79477|-32.16381
200300310|28.46795|-32.23518
200300311|28.58319|-32.27192
200400548|28.92851|-32.07781
200400549|28.72274|-32.11866
200300313|28.31959|-32.14685
200400557|28.73181|-32.09012
200300315|28.54589|-32.04984
200400573|28.94626|-32.10612
200400575|28.68428|-32.08045
200300317|28.79298|-32.20468
200300318|28.85352|-32.23333
200300319|28.67373|-32.24931
200300322|28.52802|-32.19718
200300325|28.65581|-32.40598
200300332|28.7205|-32.37364
200300334|28.38725|-32.00908
200300336|28.11271|-32.25517
200400591|29.07893|-32.0503
200400595|28.8811|-32.10987
200300732|28.53811|-32.17459
200300339|28.33884|-31.91331
200300868|28.30506|-32.0953
200400601|28.73643|-32.03276
200400610|28.93205|-32.06281
200300345|28.3085|-31.9319
200300351|28.53429|-32.11878
200300353|28.63135|-32.08878
200400620|28.97947|-32.05327
200400621|28.79918|-32.08969
200300722|28.44043|-32.13752
200300359|28.36373|-32.15842
200300360|28.3172|-31.85711
200400635|28.88431|-31.98567
200400637|29.04008|-32.09682
200300367|28.35406|-31.95477
200300365|28.77548|-32.17871
200300780|28.77878|-32.18177
200300370|28.79256|-32.28397
200300372|28.26914|-32.09037
200400655|28.89475|-32.02179
200300374|28.55462|-32.23774
200300376|28.77138|-32.18985
200300377|28.62629|-32.21982
200300379|28.59053|-32.00465
200300384|28.2746|-32.133
200300388|28.26284|-32.06589
