NatEmis|GIS_Longitude|GIS_Latitude
443203108|25.283884|-30.256281
443203190|25.266883|-30.255948
444103117|25.771405|-30.020461
442304132|25.00038|-29.393316
443803600|26.537785|-30.201533
440404125|25.071719|-28.984335
443503210|26.83833333|-30.42111111
445203226|27.08894|-30.288623
443803227|26.538591|-30.218792
440203111|25.716901|-30.256617
440203193|25.700567|-30.25695
442204193|25.433559|-29.758635
443503106|26.825602|-30.402117
440303101|25.801078|-29.276495
444103230|25.772905|-30.035794
444103244|25.772373|-30.035953
441304186|25.317055|-29.737802
441304194|24.775866|-29.739299
443104062|25.652076|-28.890015
441304253|25.300054|-29.735302
440303021|25.849913|-29.334993
440203228|25.709068|-30.250284
440203105|25.977515|-30.506251
445203129|27.101607|-30.288623
445203201|27.079107|-30.306288
445203138|27.089274|-30.292956
700400484|.|.
700400183|28.35644|-25.78474
700400914|.|.
700400408|28.02863|-26.27321
700400099|.|.
700400272|.|.
700400903|.|.
700400909|.|.
700400788|28.186214|-25.875771
700400940|.|.
700400173|27.96577|-26.13414
700400923|.|.
700130708|-2.89765e+006|-97918.5
700400936|.|.
700400187|28.152273|-25.744584
700400922|.|.
700400616|28.10458|-26.08245
700400887|.|.
700321414|-2.94116e+006|-115649
700400412|28.17739|-26.17519
700122184|28.049696242|-26.206631148
700400299|28.14534498|-26.02130353
700331363|-2.94535e+006|-102236
700131839|28.048287|-26.1997
700400926|.|.
700400050|28.239534966|-25.986984756
700400646|28.015283|-25.937805
700400027|27.82572604|-26.31477494
700400319|.|.
700400125|28.089671666|-25.807686667
700400028|27.860233333|-26.343258334
700111906|27.846896667|-26.32379
700310045|28.30088914|-26.21701873
700400100|28.11357036|-25.79572841
700310128|28.30499939|-26.15320828
700141531|27.96662857|-26.19115334
700400372|28.04633|-26.2085
700340075|28.12599536|-26.28334149
700260018|28.24073659|-26.08760203
700400479|28.117279|-26.280926
700400709|28.015128|-26.242374
700160200|28.13944401|-26.1792232
700211276|28.40997693|-26.02248602
700400353|28.04428|-26.19982
700400014|27.784864|-26.107272
700310151|28.31773853|-26.1585242
700310177|28.30121804|-26.18655883
700122268|27.98509|-26.275138
700310052|28.3067505|-26.21027932
700310193|28.3021356|-26.1881092
700212100|28.74008894|-25.80893949
700310920|28.42943158|-26.13372572
700260026|28.20095397|-26.06153846
700260620|28.238453|-26.002895
700260638|28.207097081|-26.017356141
700260646|28.23074855|-25.99461301
700260059|28.25500087|-26.1162154
700400395|28.001397|-26.086819
700330704|27.85441164|-26.47003281
700400668|27.972998|-26.117441
700400669|28.182194|-26.042157
700400643|28.38|-26.161
700400245|28.39166|-26.158501
700400894|28.38642|-26.161132
700400251|28.364972|-26.126994
700400260|27.93068|-26.07944
700232702|28.276813|-25.70773
700400186|28.209|-26.03
700312116|28.29233374|-26.14623788
700260083|28.20635732|-26.11455232
700310250|28.36469611|-26.12494124
700310136|28.36770405|-26.11736813
700331694|28.074586667|-26.542685
700160291|28.15856212|-26.18215672
700330738|27.87864|-26.68382
700310995|28.40994617|-26.16018705
700160572|28.14549715|-26.14223817
700160358|28.15183471|-26.15529795
700240028|28.17942558|-25.67245305
700400687|28.200764|-25.978038
700160382|28.1566635|-26.13525172
700260703|28.24544816|-26.01425764
700160390|28.17654546|-26.1359903
700160408|28.17682369|-26.13257977
700400356|.|.
700160416|28.14728911|-26.14889167
700311027|28.30612453|-26.22759716
700400640|28.008431|-26.185124
700130138|28.00636868|-26.18563006
700252205|27.93459627|-26.08054306
700260729|28.23548524|-26.0185768
700260745|28.21965583|-26.01160692
700260752|28.21960162|-25.99230175
700310870|28.29124853|-26.21302314
700400194|28.39543|-26.00935
700311050|28.300186|-26.220849
700310268|28.30160959|-26.15540414
700260828|28.20065682|-26.01548731
700310284|28.37250737|-26.10884865
700400774|27.966679|-26.098755
700252346|27.7493258|-26.17098842
700400012|28.20058917|-26.19638592
700260109|28.23562772|-26.05634325
700310318|28.3168509|-26.17401707
700160598|28.193289|-26.176696
700310326|28.31969372|-26.16172524
700260117|28.21302444|-26.07622942
700260125|28.2347865|-26.08965626
700260133|28.22697231|-26.12629662
700160622|28.15441266|-26.18460261
700270611|27.71024143|-26.17074233
700400820|27.817991|-26.287558
700311100|28.4138448|-26.15703383
700160655|28.17082672|-26.14811841
700260836|28.24001948|-26.00855661
700260877|28.21977739|-26.00035657
700260893|28.21806136|-26.02007904
700260901|28.19308832|-26.01656681
700311126|28.29690655|-26.21943831
700260919|28.22693632|-26.00762689
700260943|28.21964391|-26.01769212
700400623|27.8044|-26.2746
700131920|28.02959939|-26.19486226
700260976|28.18889329|-26.02009156
700400437|27.927556|-26.076609
700400035|28.05362039|-25.98095408
700260166|28.23370899|-26.09528919
700311183|28.29807861|-26.22291342
700260984|28.19787347|-26.01269231
700260992|28.23522048|-26.00999621
700152603|28.07523173|-25.97988725
700311662|28.29946163|-26.21990462
700400393|28.39132|-26.18659
700400247|28.393604|-26.188473
700160846|28.19325928|-26.14752846
700311209|28.41818584|-26.13993152
700260323|28.23065667|-26.06111712
700260331|28.29384645|-26.08420136
700310466|28.29438686|-26.13122215
700260349|28.17166392|-26.05644192
700260356|28.20670855|-26.0929354
700260364|28.23103399|-26.0861557
700260372|28.21837111|-26.04797777
700260380|28.23517954|-26.11633516
700260398|28.23687186|-26.09936715
700260406|28.244301666|-26.072823333
700160978|28.16130017|-26.14573967
700260414|28.20818634|-26.06378884
700260422|28.14526511|-26.10783162
700160986|28.18199791|-26.17275544
700310540|28.39133991|-26.12750327
700310557|28.32348323|-26.14966126
700260430|28.20688577|-26.0800875
700310565|28.32423831|-26.1918372
700161000|28.27767279|-26.18453831
700160176|28.124159|-26.175931
700400598|28.06067|-26.18082
700400764|28.040679|-26.208754
700312158|28.30988182|-26.17359137
700311241|28.299193333|-26.228363334
700311258|28.399763|-26.155325
700310060|28.30508793|-26.2101659
700311290|28.41611491|-26.15550557
700261537|28.25264592|-25.93515907
700311316|28.29963686|-26.22317719
700310904|28.32160864|-26.18882848
700261032|28.244132|-26.006418
700261040|28.236787|-26.000198
700261057|28.224164226|-26.025466849
700261065|28.214880823|-26.026264848
700261073|28.29156504|-26.06908486
700312091|28.32458643|-26.20245865
700400597|28.088152|-25.979159
700400102|28.188497|-25.74368
700261099|28.19358447|-26.01979605
700261115|28.23803506|-25.99580697
700400683|28.161437|-26.210262
700400079|28.210135|-25.968533
700261123|28.221375577|-26.004772505
700400054|28.2199755|-26.01340815
700400693|28.374096|-26.249343
700133538|28.05023|-26.201753
700400261|27.863225|-26.38864
700260471|28.22705|-26.04995
700260497|28.22214944|-26.06114754
700311415|28.407655|-26.158766
700261131|28.212674345|-26.021100486
700210773|28.227573124|-25.954338846
700400392|28.180268|-26.03657
700400864|28.440427|-26.304673
700400351|28.178536|-26.049165
700312075|28.37176628|-26.09706151
700400138|28.182389|-26.050012
700260885|28.18251999|-26.04096527
700261149|28.18778271|-26.02272235
700310078|28.30112976|-26.21749742
700400191|27.946153089|-26.650427456
700400146|28.26402307|-26.20175133
700162339|28.14646584|-26.19915285
700161331|28.14443173|-26.19210398
700161349|28.16042068|-26.18715655
700400013|27.93018777|-26.04725217
700261694|28.226398|-25.975539
700400800|28.21365|-25.974283
700131979|28.0118106|-26.20761642
700310714|28.327798333|-26.165785
700310086|28.363779|-26.195037
700261164|28.309293334|-26.038566667
700141523|27.95647448|-26.19055807
700261180|28.233987|-26.007579
700261198|28.207478333|-26.014066667
700400407|28.08474|-26.158283
700400854|28.008709|-26.095679
700261206|28.245573333|-26.009736667
700311498|28.428856|-26.133675
700311506|28.437925|-26.12727
700261214|28.201485|-26.023208334
700260562|28.225435|-26.09724
700261222|28.205601667|-26.157191667
700400321|28.36926|-26.24575
700311522|28.291855|-26.215573333
700400032|27.941132499|-26.128642013
700150177|28.01436747|-26.04401988
700311530|28.409006667|-26.144673333
700400308|27.91993421|-26.20023205
700400352|28.2|-25.957
700330084|28.00958079|-26.54793932
700400638|28.337817|-25.814457
700400757|28.253616|-25.773132
700312058|28.30138059|-26.14657508
700400295|28.09788|-26.05941
700914245|28.279905|-25.350016667
700161505|28.276065|-26.164616666
700161513|28.172145|-26.172283333
700260661|28.31235575|-26.0110866
700261305|28.217666934|-26.007629048
700400117|28.185965|-26.025908
700250068|27.69133866|-26.10121837
700111708|27.99221488|-26.28607457
700400092|28.26910019|-25.82769775
700261347|28.222141624|-26.027593858
700261362|28.222523|-25.997202
700261370|28.226236|-25.997695
700261388|28.229843|-26.002093
700310813|28.315595|-26.17041
700261396|28.235042|-26.004722
700400400|28.210604822|-25.96564904
700311605|28.430201706|-26.09708219
700261438|28.194203334|-26.027616667
700261446|28.209737341|-26.023992371
700260521|28.194256666|-26.083963333
700400493|28.118049|-25.83836
700400752|28.120552|-26.266109
700310094|28.311958334|-26.209231667
700310847|28.31671|-26.200056667
700231571|28.10009417|-25.78957423
700400236|28.225792|-25.980539
700400514|28.222423|-25.980122
700161638|28.217305|-26.187378333
700212285|28.13204303|-25.86885057
700310854|28.309056666|-26.176141667
700161679|28.127228333|-26.200058333
700261479|28.225512|-26.001054
700161687|28.21098601|-26.35354705
700340380|28.17586444|-26.38061186
700160119|28.17742096|-26.24079406
700340406|28.15451|-26.306533
700131995|28.05001427|-26.19509889
700340083|28.1173726|-26.28169012
700340109|28.12309521|-26.26784288
700400257|28.17474|-25.83697
700340117|28.11413848|-26.28245061
700161026|28.18172282|-26.30519701
700241787|28.19339968|-25.67345241
700400171|28.37837505|-25.71638053
700241795|28.11897424|-25.66373471
700160234|28.25421301|-26.22443094
700161695|28.22138628|-26.34857118
700340125|28.09530294|-26.334822
700400242|28.198905|-26.29184
700400816|28.198905|-26.29184
700340463|28.13346276|-26.36556879
700340471|28.151704|-26.329878
700400724|27.963074|-26.006175
700340497|28.16031564|-26.38877423
700400506|28.225229|-26.010284
700160275|28.18384837|-26.24247534
700160267|28.25587288|-26.22487315
700220095|28.26882144|-25.73639805
700162289|28.25404851|-26.31075538
700340521|28.15949365|-26.32240929
700160317|28.16272|-26.26655
700160325|28.16182536|-26.25751595
700160010|28.224508333|-26.234666666
700400411|28.31542|-26.2066
700400538|28.115905|-26.382612
700340018|28.12696871|-26.37364521
700340026|28.12989535|-26.37540974
700400542|28.137827|-26.39517
700340562|28.16581816|-26.35775121
700160028|28.19037841|-26.22466004
700340570|28.12087384|-26.3610081
700161752|28.21914412|-26.36942071
700232645|28.19056112|-25.74412911
700400579|.|.
700161778|28.2046572|-26.35044606
700321869|27.81204548|-26.59900651
700160440|28.23705736|-26.25786552
700340604|28.14968348|-26.31635292
700161190|28.1720038|-26.22452473
700160457|28.15745952|-26.23682407
700160473|28.16435172|-26.22433084
700400109|28.09796767|-26.33449417
700340141|28.10566324|-26.31823219
700160036|28.22192028|-26.22915764
700400266|28.05211835|-26.20914865
700161794|28.21545949|-26.25970568
700342064|28.132189|-26.392048
700400137|28.12273|-26.39069
700400654|27.690412|-26.19118
700340646|28.1486409|-26.36060882
700160549|28.23414644|-26.26762713
700340182|28.13089552|-26.26618465
700340190|28.10087302|-26.31302204
700160564|28.23986081|-26.19034045
700342022|28.10577429|-26.2703304
700160606|28.25549431|-26.26406399
700160614|28.25758976|-26.21974358
700340661|28.17823678|-26.31787877
700400537|28.201263|-26.375184
700161802|28.19461484|-26.35322873
700231704|28.19552458|-25.74311352
700130203|28.04611419|-26.16760584
700400315|27.97451|-26.03392
700340679|28.1469|-26.340161
700400649|27.689559|-26.166994
700340695|28.15037536|-26.3140268
700161836|28.20469901|-26.35918673
700340703|28.159306|-26.348671
700400354|28.189|-26.381
700340711|28.155652|-26.344301
700341594|28.15691792|-26.31459566
700340729|28.16294189|-26.33491554
700340224|28.10327138|-26.31008283
700161869|28.18807646|-26.35882521
700340760|28.13684512|-26.35049436
700340794|28.151084|-26.336959
700161877|28.1899225|-26.35332008
700340802|28.162778269|-26.34696041
700400536|28.149082|-26.378615
700160861|28.26464169|-26.24297826
700160887|28.17339002|-26.24274966
700160911|28.19842569|-26.25206805
700160929|28.23275326|-26.26523825
700340273|28.1166441|-26.26862722
700160937|28.172175|-26.217256666
700160945|28.24883894|-26.20390297
700340281|28.10511|-26.333486666
700160960|28.1863694|-26.30744279
700340299|28.13817497|-26.26996168
700340307|28.11631596|-26.28882467
700160044|28.23348765|-26.23492477
700340810|28.13980816|-26.35347112
700161273|28.154372|-26.209141
700340836|28.13560127|-26.34153302
700340844|28.147922|-26.336402
700340869|28.158752|-26.372768
700220582|28.299035|-25.727896667
700212225|28.2337302|-25.8732288
700341107|28.1964245|-26.42071825
700340877|28.157303|-26.33793
700162271|28.194251|-26.326853
700340885|28.142356|-26.343678
700161059|28.24810554|-26.19991614
700161901|28.22887939|-26.36186733
700340893|28.15834695|-26.3411454
700340901|28.15106808|-26.3095827
700340919|28.13569615|-26.35574451
700340927|28.13332681|-26.37052928
700340943|28.15294625|-26.30378015
700340950|28.211408334|-26.421995
700340968|28.15382557|-26.33386829
700340984|28.15101242|-26.33585011
700340992|28.15497|-26.34915
700161919|28.21020371|-26.34816643
700341008|28.14618078|-26.34637659
700161927|28.18956864|-26.34757074
700161935|28.21030362|-26.35812936
700161950|28.232158333|-26.212243333
700342072|28.11963683|-26.31220766
700341024|28.15173|-26.352391
700341032|28.134488333|-26.367511667
700341057|28.14626388|-26.3325947
700400248|28.188412|-26.387049
700160051|28.222651|-26.230041
700340034|28.13320703|-26.37876327
700400074|28.30251568|-26.13416281
700400688|28.147846|-26.403714
700340067|28.14560085|-26.38840457
700161083|28.2534689|-26.23068573
700340331|28.13213148|-26.2591981
700161091|28.276979|-26.249167
700341073|28.16223647|-26.4216694
700162156|28.21088082|-26.33798497
700341081|28.15560688|-26.3251272
700341099|28.1585138|-26.3536172
700400213|28.207035|-26.318825
700162347|28.196575|-26.320688
700161968|28.19248947|-26.35636465
700341123|28.158035|-26.36275
700341156|28.157056667|-26.304151667
700342080|28.14772082|-26.39989981
700161976|28.23021|-26.355233333
700160077|28.229833|-26.2276
700341164|28.194826666|-26.391961667
700110379|28.04105091|-26.32026158
700400326|28.229764|-26.295734
700162016|28.21832|-26.310599
700400227|28.187441|-26.313681
700400363|27.974953037|-26.13452072
700152786|28.049926|-26.094567
700341222|28.161621667|-26.31587
700341230|28.131165|-26.358053334
700341255|28.163359|-26.367291
700341263|28.140486666|-26.359706667
700152733|27.99446734|-26.016996296
700341297|28.166105|-26.355786666
700400780|28.142985|-26.163789
700400486|28.032804|-26.008008
700230219|28.21672257|-25.76571453
700152611|28.04864485|-26.09570917
700340042|28.126973334|-26.380396666
700400294|28.053008|-26.267182
700161521|28.245881|-26.264641
700342014|28.147458334|-26.304815
700162057|28.191013333|-26.371498334
700341339|28.138865|-26.366886667
700341321|28.161476667|-26.422088334
700341883|28.147993334|-26.350235
700341347|28.137683|-26.352238
700341354|28.15323|-26.320671667
700162263|28.262946666|-26.294445
700341362|28.148148333|-26.326428334
700162073|28.206043333|-26.365408333
700341040|28.1646312|-26.37668932
700341370|28.131247|-26.360684
700341404|28.158681667|-26.331106667
700341412|28.136921667|-26.340908333
700341438|28.145777|-26.336632
700212233|28.146428|-25.854873
700341446|28.142063334|-26.34668
700341453|28.183323333|-26.410605
700341461|28.141595|-26.351888334
700400535|28.253224|-26.323234
700160093|28.248431667|-26.322573333
700162099|28.209356667|-26.358935
700341503|28.158757|-26.352147
700162305|28.268886666|-26.288885
700341511|28.181641667|-26.41279
700162107|28.204608333|-26.351731667
700341537|28.179246667|-26.415840001
700400122|28.187|-26.406
700350017|28.5086406|-26.43553754
700350025|28.50511165|-26.4378834
700400398|28.481824|-26.113153
700310102|28.36108595|-26.22425965
700350561|28.38905562|-26.38178974
700310862|28.46688076|-26.12486675
700310888|28.40984104|-26.15007796
700310896|28.423256652|-26.150923076
700400060|28.47720395|-26.22744771
700400277|28.45743|-26.108493
700400839|28.092603|-25.573378
700400435|28.387333|-25.780694
700350595|28.55847692|-26.27470244
700310623|28.37917782|-26.23708783
700310201|28.36643674|-26.24686612
700400284|28.37811|-25.77569
700310227|28.36916958|-26.24734054
700310938|28.356911|-26.356714
700311837|28.48505023|-26.12437
700310631|28.329143|-26.253704
700400436|28.309433|-26.268282
700400217|28.316202297|-26.238851328
700310961|28.478108334|-26.113263334
700350629|28.415051|-26.382105
700310979|28.429368374|-26.137615931
700400840|.|.
700311001|28.47964429|-26.11635053
700350645|28.41028218|-26.37026302
700311019|28.41727982|-26.14685445
700350660|28.40392486|-26.3692412
700350678|28.40800578|-26.36758536
700400721|27.82841|-26.092863
700311043|28.41263631|-26.14801408
700350686|28.40442343|-26.37126613
700400249|28.473|-26.123
700350074|28.43468528|-26.24017668
700350702|28.38905701|-26.29220367
700311068|28.363847|-26.351606
700400515|28.36662|-26.33978
700310011|28.35617|-26.34053
700310029|28.360072|-26.345366
700311076|28.47246573|-26.12893545
700350728|28.3947323|-26.30264006
700311084|28.414811098|-26.143582501
700350736|28.5107704|-26.44102715
700311092|28.43337777|-26.137972799
700350108|28.448647|-26.258523
700350116|28.43575143|-26.23881493
700350124|28.44418241|-26.25299617
700350132|28.47297909|-26.42712416
700310359|28.35692195|-26.24639143
700311118|28.426417042|-26.139915181
700350751|28.407717|-26.377727
700350769|28.39828642|-26.38163093
700400360|28.39167|-25.63
700311142|28.37978512|-26.34192471
700350777|28.39910197|-26.30402975
700311159|28.46726855|-26.12915556
700311167|28.43589511|-26.13298321
700350793|28.39772488|-26.30319603
700311175|28.419586897|-26.148521199
700311811|28.48116208|-26.11398983
700350801|28.38389716|-26.29449228
700311191|28.3706926|-26.36186449
700400657|28.2946|-26.056474
700350835|28.41310143|-26.31184623
700350843|28.40026052|-26.29404811
700310458|28.38126673|-26.2321872
700350249|28.59205586|-26.28809584
700350256|28.46295903|-26.26083172
700310474|28.34867376|-26.24976048
700310532|28.35616536|-26.24518966
700350264|28.43144904|-26.34690282
700350280|28.437689|-26.23374924
700310508|28.37093438|-26.23831576
700350298|28.42815697|-26.17965413
700310516|28.37889298|-26.25034082
700350306|28.43335241|-26.2420725
700350314|28.44726981|-26.28048519
700350322|28.47188697|-26.4259617
700350330|28.49858336|-26.20874283
700350348|28.44934808|-26.25740644
700312140|28.39254|-26.33356
700400223|28.390221|-26.314464
700311217|28.37754549|-26.35874161
700350850|28.40472868|-26.28904684
700400216|28.46147059|-26.11308162
700311233|28.43173196|-26.14209738
700311266|28.42430808|-26.14561851
700311274|28.37375009|-26.36011985
700311308|28.41909361|-26.149127016
700311324|28.37853318|-26.34435621
700400756|28.108133|-25.901575
700311332|28.386624|-26.352839
700311340|28.3850475|-26.35237841
700350892|28.38829331|-26.29598465
700311357|28.410124101|-26.15055808
700311373|28.44689234|-26.12878466
700400234|28.39595331|-26.32751076
700311381|28.38785305|-26.34526361
700350900|28.40665041|-26.38048389
700400802|28.454861|-26.104257
700350918|28.39713486|-26.37648618
700210070|28.37036357|-25.80269644
700311399|28.42280834|-26.15152864
700350926|28.40330834|-26.31214715
700311407|28.37765346|-26.35947893
700350371|28.48756791|-26.42724194
700350389|28.482667|-26.428454
700350033|28.51520705|-26.44648548
700350934|28.41732453|-26.37645737
700350942|28.40308225|-26.30361469
700350959|28.40813651|-26.2939638
700350967|28.770096|-26.344779
700350975|28.38660883|-26.30485048
700311423|28.41304287|-26.14729676
700400534|28.455963|-26.234043
700311431|28.47990651|-26.10755806
700351007|28.40962804|-26.30179125
700311449|28.3677043|-26.37351715
700350405|28.42675|-26.240909
700351015|28.392446667|-26.308835
700400152|28.45207061|-26.11743833
700212175|28.493048333|-25.80059
700351023|28.394216667|-26.301728334
700311456|28.38093|-26.375883
700311472|28.473791667|-26.11327
700351031|28.404428333|-26.366568333
700351049|28.395551667|-26.29701
700312083|28.446402|-26.112489
700351064|28.396465|-26.305771667
700350454|28.44428|-26.30387
700350462|28.449545|-26.287698334
700311480|28.380143|-26.349071
700351080|28.398655|-26.374161667
700311514|28.416920354|-26.146543591
700351106|28.783858334|-26.362011667
700400401|28.378|-26.379
700351114|28.410512|-26.372918
700350470|28.443565|-26.2994
700350488|28.443171|-26.301217
700400098|28.319260511|-26.189156993
700350041|28.477067|-26.228892
700350520|28.470816667|-26.256008333
700400153|28.399509|-26.393186
700351130|28.410856|-26.377126
700312174|28.311793|-26.240411
700351148|28.391563333|-26.298796667
700311282|28.483043229|-26.104309927
700351155|28.396753333|-26.280476667
700311548|28.392065|-26.349196
700311555|28.47291|-26.1243
700311563|28.356742|-26.360521
700351171|28.394985|-26.295361667
700400697|28.355288|-26.371956
700400219|28.353156|-26.372689
700311571|28.38234|-26.35647
700311589|28.382844|-26.357317
700311597|28.476093333|-26.108226667
700351197|28.396323333|-26.294528333
700351205|28.398328334|-26.29559
700152859|27.985676|-26.097708
700311852|28.455361667|-26.109358334
700232371|28.200215|-25.746378334
700351338|28.484946667|-26.206441667
700311654|28.385078334|-26.359661667
700311688|28.461771|-26.11627
700150383|28.003231666|-26.142336667
700351262|28.407016|-26.373929
700351288|28.392105|-26.304621667
700311845|28.486075|-26.123198334
700351296|28.768158334|-26.345208334
700351304|28.41338138|-26.3139319
700351312|28.394986667|-26.309956667
700220129|28.32869677|-25.7489607
700152728|28.00859793|-25.99055346
700920778|28.74298884|-25.69339162
700211300|28.49862452|-25.85705692
700311720|28.31348838|-26.17954718
700210021|28.710772|-25.808736
700211334|28.528466|-25.64191096
700212192|28.52978153|-25.64699377
700210062|28.73908523|-25.8247933
700400062|28.36974473|-26.23745676
700400503|28.290493|-25.742169
700400879|.|.
700130278|28.075298334|-26.204628333
700400642|27.856125|-26.422817
700211359|28.720294|-25.782623
700212209|28.32793014|-25.80623601
700920186|28.74706|-25.69734
700211367|28.48264315|-26.04207842
700240671|28.31347|-25.369168
700211417|28.60328905|-25.47907458
700210096|28.523584|-25.678019
700925181|28.75147616|-25.69523046
700925413|28.74525292|-25.68856181
700210179|28.73318909|-25.81264274
700400410|28.166872772|-26.245144289
700211441|28.7190208|-25.7875743
700220731|28.41904356|-25.75416375
700241638|28.30120815|-25.67452085
700210682|28.73783878|-25.80965515
700241620|28.40420233|-25.60242286
700240283|28.33834231|-25.3607161
700132100|28.040963|-26.211642
700210799|28.52778791|-25.74421147
700210823|28.35498458|-25.7964116
700210864|28.51990927|-25.95964346
700240879|28.37585494|-25.65552487
700221291|28.44736061|-25.77296835
700920538|28.727226666|-25.676676667
700921692|28.894341667|-25.601236667
700922237|28.726288333|-25.668040001
700400285|28.27887|-25.80917
700400773|28.031369|-26.255918
700924381|28.87941843|-25.60585393
700400373|28.0491|-26.18939
700400155|28.714672|-25.720226
700400086|28.71869011|-25.77504558
700400652|27.987134|-26.07733
700210013|28.649163333|-25.803378334
700211615|28.884663333|-25.65702
700211623|28.716386667|-25.724771667
700211649|28.529631|-25.637814
700925447|28.727105|-25.657576667
700924602|28.736633333|-25.661825
700921428|28.74075|-25.68325
700400736|27.966411|-26.125065
700400287|27.85635|-26.093251
700400414|28.654059155|-25.889116785
700922475|28.72949|-25.657543334
700400785|28.146543|-26.190325
700211755|28.717675|-25.782973334
700211789|28.531441667|-25.904516667
700400516|28.721482|-25.772506
700926047|28.72448|-25.67655
700270595|27.70310679|-26.22405571
700250027|27.7556274|-26.16779218
700160366|28.20143983|-26.17980655
700251199|27.77525163|-26.15453867
700400328|28.084508|-26.124945
700270603|27.32704861|-26.32740452
700400748|28.301913|-25.812211
700251231|27.77498842|-26.15825681
700251264|27.77964963|-26.15995578
700270645|27.59484475|-26.13485423
700270652|27.6979726|-26.22946655
700400371|28.04398|-26.215486
700270041|27.40351908|-26.36822737
700133843|28.09882686|-26.13243502
700400720|28.214231|-26.09122
700400498|28.28458|-25.782256
700251306|27.6493049|-25.87255817
700251314|27.75516351|-26.07794662
700250019|27.75685344|-26.16587008
700270694|27.377296|-26.393341
700251389|27.79132216|-26.16089828
700270710|27.72769613|-26.16574042
700930376|27.489307537|-26.478127332
700930375|27.49426264|-26.485072833
700400734|27.468755|-26.491101
700132126|28.042843334|-26.203138333
700400746|28.005399|-26.02877
700930471|27.51282896|-26.49292829
700132134|28.09235137|-26.2054248
700270017|27.71737442|-26.20528832
700270736|27.32398256|-26.32703611
700271495|27.30592612|-26.34055448
700250183|27.75648277|-26.08989875
700250191|27.82124166|-26.14969932
700250209|27.55596509|-25.94891581
700270090|27.39120292|-26.36036217
700250241|27.7655401|-26.09761715
700270116|27.70435264|-26.182786
700250258|27.77430756|-26.0926315
700250266|27.80743315|-26.09677542
700270124|27.69669723|-26.1794322
700270132|27.65852439|-26.32815209
700934269|27.469907881|-26.510469543
700270769|27.70204524|-26.28537086
700270793|27.70801858|-26.28817427
700400047|27.58642989|-26.13873115
700271072|27.681125|-26.317661667
700400553|28.09154|-25.811435
700400203|27.784|-26.174
700251504|27.79328979|-26.15988549
700252792|27.79059725|-26.17497547
700271163|27.700866|-26.329337
700270801|27.32671375|-26.31863905
700270819|27.71492272|-26.28584292
700251512|27.79141407|-26.15955733
700251520|27.76855341|-26.19577577
700400813|27.342658|-26.362295
700400570|27.322391|-26.353841
700231621|28.187278333|-25.755246667
700930749|27.465455|-26.495089
700250563|27.80424793|-26.10377593
700250589|27.76188366|-26.09079054
700251546|27.631118334|-26.042775
700270058|27.40534816|-26.3601506
700250605|27.55183187|-25.94822904
700270256|27.70416455|-26.18624236
700270272|27.38817097|-26.35360921
700270280|27.2821481|-26.37498489
700250647|27.74198128|-26.09798986
700270298|27.65509558|-26.32327357
700270306|27.61918954|-26.38909691
700250696|27.60084099|-25.89660641
700270314|27.38204893|-26.36578133
700250746|27.81021502|-26.10945886
700270322|27.64748285|-26.21857199
700250753|27.77070969|-26.09013397
700270330|27.65865409|-26.36888938
700250787|27.83349157|-26.06310108
700250795|27.9216947|-26.00150858
700270348|27.51597426|-26.38845219
700250803|27.77321037|-26.09724517
700250811|27.75753211|-26.05901596
700270355|27.69993822|-26.17484754
700270363|27.68189106|-26.16742706
700270389|27.62839414|-26.26971943
700251561|27.77861236|-26.15509776
700251751|27.840628|-26.032121
700270850|27.45735782|-26.37345232
700252817|27.81570397|-26.12314737
700930928|27.491415144|-26.497364085
700252867|27.7668124|-26.19250611
700270876|27.64401858|-26.1336564
700252452|27.79290346|-26.1632894
700400255|28.05697|-26.27079
700251611|27.55100486|-26.00858255
700270892|27.70183118|-26.2245631
700251637|27.581278334|-26.015183334
700252262|27.78438337|-26.16479865
700270900|27.70466332|-26.28475743
700400379|27.766|-26.202
700251678|27.85560281|-25.99789959
700270918|27.69762428|-26.22491081
700251686|27.78079485|-26.15552549
700270926|27.3227922|-26.33326175
700252859|27.78853509|-26.10828522
700270942|27.693626666|-26.222225
700400202|27.708842|-26.223269
700270959|27.68986361|-26.22889258
700250860|27.78863318|-26.09548848
700251736|27.77693584|-26.15470008
700252445|27.54002368|-25.996559
700400777|27.751105|-26.066887
700270983|27.31893005|-26.33270279
700252841|27.74828111|-26.1881919
700270991|27.68937738|-26.2299617
700271007|27.69136176|-26.22751679
700251769|27.755309|-26.07857
700271015|27.323005|-26.318801667
700251785|27.491061667|-25.940668333
700400097|28.24677183|-25.72473163
700400790|28.293462|-25.810494
700270504|27.695135|-26.152921667
700270025|27.708185|-26.200583333
700931778|27.461125524|-26.504033831
700271528|27.330678333|-26.347096667
700934044|27.46959|-26.50665
700400523|27.743884|-26.197796
700400524|27.774009|-26.204689
700270512|27.38213|-26.402855
700271031|27.379287|-26.313608
700251827|27.785083333|-26.162261667
700251835|27.669684|-25.858707
700271049|27.702563333|-26.285953334
700271056|27.688871666|-26.231135
700271064|27.630023|-26.182287
700251884|27.775861667|-26.156118334
700251892|27.768403333|-26.153745
700251025|27.817733333|-26.115106667
700400120|27.716666|-26.287441
700400763|28.191883|-26.031089
700251926|27.84050002|-25.987657951
