28.14426|-32.33786
28.06967|-32.46466
28.26157|-32.53724
28.32171|-32.36663
28.28382|-32.52048
28.0974|-32.4041
28.43034|-32.38164
28.4103|-32.42318
28.04417|-32.41304
28.0817|-32.30957
28.20467|-32.35198
28.00154|-32.30481
27.77048|-32.22129
28.20445|-32.24149
27.9774|-32.224
27.98272|-32.22691
28.06627|-32.19554
28.19369|-32.38926
28.18315|-32.25034
28.23686|-32.38034
28.38901|-32.31238
28.14236|-32.32685
28.14162|-32.33266
28.1906|-32.27349
28.2893|-32.2661
28.15533|-32.32582
28.53019|-32.52044
28.0431|-32.33802
28.07237|-32.37376
28.33358|-32.34379
27.97343|-32.37702
28.1653|-32.33959
28.38233|-32.41424
28.06635|-32.39352
27.9827|-32.39445
27.86075|-32.25516
28.27951|-32.55629
28.13135|-32.34344
28.22567|-32.52393
28.50656|-32.45687
27.80874|-32.11018
28.16931|-32.50671
28.03296|-32.47854
28.40357|-32.48832
27.93096|-32.1358
28.32991|-32.39319
28.15335|-32.32904
28.15784|-32.29363
28.14907|-32.32673
28.155261|-32.332705
28.12616|-32.38056
28.2139|-32.2985
28.18519|-32.37604
28.004017|-32.170777
28.45932|-32.45294
28.19057|-32.21416
28.19153|-32.13779
28.151361|-32.321858
.|.
28.03976|-32.44402
28.01483|-32.33064
28.4514|-32.0497
28.62794|-32.4613
27.85131|-32.15736
28.28632|-32.46637
28.28077|-32.45159
28.39384|-32.44631
27.88193|-32.24399
28.14402|-32.32754
28.18673|-32.31895
28.07742|-32.20201
28.56707|-32.46999
28.10811|-32.11898
28.0393|-32.13974
27.80463|-32.3656
28.32999|-32.21705
28.29183|-32.2151
28.31808|-32.35585
27.79218|-32.28567
27.82817|-32.2331
28.20053|-32.33228
28.18224|-32.45257
28.16735|-32.10563
28.41963|-32.47365
28.5056|-32.5501
28.20043|-32.29207
28.25194|-32.50248
28.24118|-32.45682
28.19416|-32.39494
28.422241|-32.5974
28.10256|-32.30482
28.10624|-32.27801
28.1915|-32.44952
28.11573|-32.1527
28.15345|-32.2604
28.1675|-32.16827
28.05735|-32.09768
28.01327|-32.49239
28.28765|-32.46764
27.79268|-32.34811
27.91623|-32.28984
27.9855|-32.3239
27.9924|-32.4466
28.22801|-32.43615
.|.
28.50712|-32.42036
28.37079|-32.42641
28.073|-32.27542
28.28545|-32.47899
28.07017|-32.3967
28.20296|-32.30967
28.19107|-32.23205
